"County","Year","County_Code","Year_Code","Population","Deaths","Crude_Rate","Deaths_CVD","Crude_Rate_CVD","Deaths_DOH","Crude_Rate_DOH","Deaths_CBD","Crude_Rate_CBD","Crude_Rate_NoCVD","Policy_County","Policy_Year","Unemployment_Rate","Per_Capita_Income"
"Essex County, NY",2016,36031,2016,38102,416,1091.81,96,251.96,82,215.21,14,36.7434780326492,839.85,"No",NA,5.3,40410.0662938998
"Essex County, NY",2018,36031,2018,37300,401,1075.07,90,241.29,80,214.48,10,26.8096514745308,833.78,"No",NA,4.8,42671.4116770938
"Franklin County, NY",1999,36033,1999,51061,445,871.51,170,332.94,143,280.06,27,52.88,538.57,"No",NA,7.7,26637.6401560624
"Franklin County, NY",2000,36033,2000,51134,465,909.38,171,334.42,140,273.79,31,60.63,574.96,"No",NA,5.8,27849.3194076655
"Franklin County, NY",2001,36033,2001,50925,433,850.27,143,280.81,118,231.71,25,49.09,569.46,"No",NA,6,27953.5246019198
"Franklin County, NY",2002,36033,2002,50924,442,867.96,144,282.77,109,214.04,35,68.73,585.19,"No",NA,6,28229.3640911618
"Franklin County, NY",2003,36033,2003,51228,428,835.48,158,308.43,133,259.62,25,48.8,527.05,"No",NA,6.6,28708.1520380435
"Franklin County, NY",2004,36033,2004,51197,438,855.52,140,273.45,118,230.48,22,42.97,582.07,"No",NA,6.5,29435.9482953944
"Franklin County, NY",2005,36033,2005,51257,437,852.57,129,251.67,113,220.46,16,31.215248648965,600.9,"No",NA,5.9,29202.5257245264
"Franklin County, NY",2006,36033,2006,51511,427,828.95,127,246.55,114,221.31,13,25.23732794937,582.4,"No",NA,5.4,29856.8599503968
"Franklin County, NY",2007,36033,2007,51782,419,809.16,119,229.81,102,196.98,17,32.8299409061064,579.35,"No",NA,5.5,30565.9016745281
"Franklin County, NY",2008,36033,2008,51907,459,884.27,134,258.15,116,223.48,18,34.6774038183675,626.12,"No",NA,6.9,31637.5651059205
"Franklin County, NY",2009,36033,2009,51706,456,881.91,141,272.7,116,224.35,25,48.35,609.21,"No",NA,8.5,32525.8299407561
"Franklin County, NY",2010,36033,2010,51599,410,794.59,127,246.13,104,201.55,23,44.57,548.46,"No",NA,9,33274.3823696665
"Franklin County, NY",2011,36033,2011,51551,502,973.79,149,289.03,127,246.36,22,42.68,684.76,"No",NA,9.1,32982.193301295
"Franklin County, NY",2012,36033,2012,51795,440,849.5,129,249.06,113,218.17,16,30.8910126460083,600.44,"No",NA,9.6,33065.3358363023
"Franklin County, NY",2013,36033,2013,51688,408,789.35,122,236.03,106,205.08,16,30.9549605324253,553.32,"No",NA,8.8,33124
"Franklin County, NY",2014,36033,2014,51262,447,871.99,134,261.4,112,218.49,22,42.92,610.59,"No",NA,7.3,32973.1141693701
"Franklin County, NY",2015,36033,2015,50660,495,977.1,131,258.59,116,228.98,15,29.6091590998816,718.51,"No",NA,6.5,33691.815367674
"Franklin County, NY",2016,36033,2016,50409,455,902.62,113,224.17,97,192.43,16,31.7403638239203,678.45,"No",NA,5.7,33508.9164524368
"Franklin County, NY",2017,36033,2017,51116,489,956.65,150,293.45,130,254.32,20,39.13,663.2,"No",NA,6,35169.7402986292
"Franklin County, NY",2018,36033,2018,50293,453,900.72,118,234.63,100,198.83,18,35.7902690235222,666.09,"No",NA,5.1,34923.0937727742
"Fulton County, NY",1999,36035,1999,55011,529,961.63,217,394.47,196,356.29,21,38.17,567.16,"No",NA,6,32844.6997178872
"Fulton County, NY",2000,36035,2000,55073,585,1062.23,226,410.36,203,368.6,23,41.76,651.87,"No",NA,4.7,33923.5176074332
"Fulton County, NY",2001,36035,2001,54904,607,1105.57,270,491.77,241,438.95,29,52.82,613.8,"No",NA,4.5,32934.9371315641
"Fulton County, NY",2002,36035,2002,54988,610,1109.33,238,432.82,205,372.81,33,60.01,676.51,"No",NA,4.9,32928.6467648694
"Fulton County, NY",2003,36035,2003,55081,575,1043.92,224,406.67,193,350.39,31,56.28,637.25,"No",NA,5.7,33792.6917771739
"Fulton County, NY",2004,36035,2004,55233,568,1028.37,205,371.15,178,322.27,27,48.88,657.22,"No",NA,5.6,34268.9736156697
"Fulton County, NY",2005,36035,2005,55301,611,1104.86,228,412.29,189,341.77,39,70.52,692.57,"No",NA,5.6,33411.9740245776
"Fulton County, NY",2006,36035,2006,55328,550,994.07,206,372.33,181,327.14,25,45.19,621.74,"No",NA,5.2,33561.5233531746
"Fulton County, NY",2007,36035,2007,55489,544,980.37,179,322.59,168,302.76,11,19.8237488511236,657.78,"No",NA,5.4,33909.556274175
"Fulton County, NY",2008,36035,2008,55584,567,1020.08,216,388.6,188,338.23,28,50.37,631.48,"No",NA,6.7,34244.0936401258
"Fulton County, NY",2009,36035,2009,55558,560,1007.96,201,361.78,175,314.99,26,46.8,646.18,"No",NA,9.6,35151.4377659798
"Fulton County, NY",2010,36035,2010,55531,565,1017.45,191,343.95,162,291.73,29,52.22,673.5,"No",NA,10.6,35853.3446454122
"Fulton County, NY",2011,36035,2011,55180,617,1118.16,190,344.33,163,295.4,27,48.93,773.83,"No",NA,10.6,35623.08861069
"Fulton County, NY",2012,36035,2012,54925,644,1172.51,201,365.95,174,316.8,27,49.16,806.56,"No",NA,11,35577.6032823157
"Fulton County, NY",2013,36035,2013,54586,598,1095.52,190,348.07,161,294.95,29,53.13,747.45,"No",NA,9.5,35784
"Fulton County, NY",2014,36035,2014,54105,581,1073.84,179,330.84,155,286.48,24,44.36,743,"No",NA,7.7,36280.4627644296
"Fulton County, NY",2015,36035,2015,53992,597,1105.72,190,351.9,169,313.01,21,38.89,753.82,"No",NA,6.4,38059.6915453322
"Fulton County, NY",2016,36035,2016,53828,615,1142.53,203,377.13,180,334.4,23,42.73,765.4,"No",NA,5.7,38795.9154941314
"Fulton County, NY",2017,36035,2017,53877,597,1108.08,182,337.81,165,306.25,17,31.553353007777,770.27,"No",NA,5.8,39980.5608518277
"Fulton County, NY",2018,36035,2018,53591,600,1119.59,173,322.82,145,270.57,28,52.25,796.77,"No",NA,5.1,39995.8670367612
"Genesee County, NY",1999,36037,1999,60554,581,959.47,233,384.78,204,336.89,29,47.89,574.69,"No",NA,5.2,34015.0779231693
"Genesee County, NY",2000,36037,2000,60370,583,965.71,246,407.49,212,351.17,34,56.32,558.22,"No",NA,4,34141.3229326365
"Genesee County, NY",2001,36037,2001,60321,565,936.66,236,391.24,197,326.59,39,64.65,545.42,"No",NA,4.3,33832.0386222473
"Genesee County, NY",2002,36037,2002,60289,584,968.67,213,353.3,181,300.22,32,53.08,615.37,"No",NA,5.3,33679.7032406893
"Genesee County, NY",2003,36037,2003,60412,609,1008.08,211,349.27,183,302.92,28,46.35,658.81,"No",NA,5.5,34456.112798913
"Genesee County, NY",2004,36037,2004,60224,539,894.99,193,320.47,170,282.28,23,38.19,574.52,"No",NA,5.5,34541.5172736898
"Genesee County, NY",2005,36037,2005,60068,564,938.94,212,352.93,185,307.98,27,44.95,586.01,"No",NA,4.8,34535.6068663594
"Genesee County, NY",2006,36037,2006,59919,530,884.53,174,290.39,152,253.68,22,36.72,594.14,"No",NA,4.5,34741.3303819444
"Genesee County, NY",2007,36037,2007,59930,593,989.49,226,377.11,199,332.05,27,45.05,612.38,"No",NA,4.5,35658.9078237887
"Genesee County, NY",2008,36037,2008,59895,655,1093.58,248,414.06,212,353.95,36,60.11,679.52,"No",NA,5.6,36234.966410129
"Genesee County, NY",2009,36037,2009,59932,611,1019.49,204,340.39,183,305.35,21,35.04,679.1,"No",NA,7.6,36431.6658991223
"Genesee County, NY",2010,36037,2010,60079,602,1002.01,186,309.59,167,277.97,19,31.6250270477205,692.42,"No",NA,8,37143.8941189419
"Genesee County, NY",2011,36037,2011,59993,610,1016.79,180,300.04,162,270.03,18,30.003500408381,716.75,"No",NA,7.8,37297.7269304122
"Genesee County, NY",2012,36037,2012,59977,604,1007.05,207,345.13,182,303.45,25,41.68,661.92,"No",NA,7.9,37525.726665331
"Genesee County, NY",2013,36037,2013,59454,613,1031.05,170,285.94,150,252.3,20,33.64,745.11,"No",NA,6.8,37860
"Genesee County, NY",2014,36037,2014,59162,614,1037.83,179,302.56,157,265.37,22,37.19,735.27,"No",NA,5.5,38559.4926204717
"Genesee County, NY",2015,36037,2015,58937,586,994.28,169,286.75,140,237.54,29,49.21,707.53,"No",NA,5,39640.1471919736
"Genesee County, NY",2016,36037,2016,58482,609,1041.35,150,256.49,129,220.58,21,35.91,784.86,"No",NA,4.6,39309.37657235
"Genesee County, NY",2017,36037,2017,57956,633,1092.21,174,300.23,144,248.46,30,51.76,791.98,"No",NA,4.8,40319.8462997715
"Genesee County, NY",2018,36037,2018,57511,650,1130.22,184,319.94,161,279.95,23,39.99,810.28,"No",NA,4.2,40431.8954628903
"Greene County, NY",1999,36039,1999,47975,506,1054.72,196,408.55,168,350.18,28,58.36,646.17,"No",NA,5.4,32539.870030012
"Greene County, NY",2000,36039,2000,48195,547,1134.97,195,404.61,169,350.66,26,53.95,730.36,"No",NA,4.6,33655.6576422764
"Greene County, NY",2001,36039,2001,47976,516,1075.54,195,406.45,171,356.43,24,50.03,669.09,"No",NA,4.5,34289.7971541502
"Greene County, NY",2002,36039,2002,48177,544,1129.17,189,392.3,169,350.79,20,41.51,736.87,"No",NA,4.9,33805.3109616454
"Greene County, NY",2003,36039,2003,48416,555,1146.32,221,456.46,192,396.56,29,59.9,689.86,"No",NA,5.1,34920.7607282609
"Greene County, NY",2004,36039,2004,48755,529,1085.02,198,406.11,175,358.94,23,47.17,678.91,"No",NA,5.3,34868.3230174696
"Greene County, NY",2005,36039,2005,49142,511,1039.84,195,396.81,174,354.08,21,42.73,643.03,"No",NA,4.8,33938.0059600614
"Greene County, NY",2006,36039,2006,49513,513,1036.09,188,379.7,166,335.27,22,44.43,656.39,"No",NA,4.7,33870.0527132937
"Greene County, NY",2007,36039,2007,49537,541,1092.11,180,363.36,159,320.97,21,42.39,728.75,"No",NA,4.8,33861.2440605377
"Greene County, NY",2008,36039,2008,49467,517,1045.14,164,331.53,144,291.1,20,40.43,713.61,"No",NA,5.9,34650.9241626916
"Greene County, NY",2009,36039,2009,49372,505,1022.85,166,336.22,130,263.31,36,72.92,686.63,"No",NA,8.3,35637.9027393876
"Greene County, NY",2010,36039,2010,49221,526,1068.65,175,355.54,151,306.78,24,48.76,713.11,"No",NA,9.1,37368.24460689
"Greene County, NY",2011,36039,2011,48954,514,1049.97,148,302.32,131,267.6,17,34.7264779180455,747.65,"No",NA,9.4,38140.7421389799
"Greene County, NY",2012,36039,2012,48673,466,957.41,138,283.52,123,252.71,15,30.8179072586444,673.89,"No",NA,9.9,39232.3639206599
"Greene County, NY",2013,36039,2013,48455,478,986.48,150,309.57,138,284.8,12,24.7652461046332,676.91,"No",NA,8.8,39988
"Greene County, NY",2014,36039,2014,47967,522,1088.25,148,308.55,131,273.1,17,35.4410323764255,779.7,"No",NA,6.8,41118.9730417005
"Greene County, NY",2015,36039,2015,47625,549,1152.76,167,350.66,147,308.66,20,41.99,802.1,"No",NA,5.6,42608.4158815612
"Greene County, NY",2016,36039,2016,47508,481,1012.46,152,319.95,136,286.27,16,33.6785383514355,692.51,"No",NA,5,42721.1264588116
"Greene County, NY",2017,36039,2017,47470,549,1156.52,167,351.8,139,292.82,28,58.98,804.72,"No",NA,5.2,43727.9068497063
"Greene County, NY",2018,36039,2018,47491,547,1151.8,172,362.17,158,332.69,14,29.4792697563749,789.63,"No",NA,4.6,43610.2643733548
"Herkimer County, NY",1999,36043,1999,64462,706,1095.22,290,449.88,252,390.93,38,58.95,645.34,"No",NA,5.2,30441.0197478992
"Herkimer County, NY",2000,36043,2000,64427,745,1156.35,298,462.54,259,402.01,39,60.53,693.81,"No",NA,4.3,30646.9679326365
"Herkimer County, NY",2001,36043,2001,64274,716,1113.98,280,435.63,236,367.18,44,68.46,678.35,"No",NA,4.5,30660.6138509317
"Herkimer County, NY",2002,36043,2002,63971,738,1153.65,299,467.4,257,401.74,42,65.65,686.25,"No",NA,5.3,30520.0863424125
"Herkimer County, NY",2003,36043,2003,64080,765,1193.82,290,452.56,253,394.82,37,57.74,741.26,"No",NA,5.7,30712.3418804348
"Herkimer County, NY",2004,36043,2004,64332,718,1116.09,295,458.56,255,396.38,40,62.18,657.53,"No",NA,5.6,31583.0003705664
"Herkimer County, NY",2005,36043,2005,64292,701,1090.34,292,454.18,265,412.18,27,42,636.16,"No",NA,5.3,31225.5419662058
"Herkimer County, NY",2006,36043,2006,64029,702,1096.38,272,424.81,242,377.95,30,46.85,671.57,"No",NA,4.9,31341.7297172619
"Herkimer County, NY",2007,36043,2007,64343,674,1047.51,246,382.33,219,340.36,27,41.96,665.18,"No",NA,4.9,31880.4433014054
"Herkimer County, NY",2008,36043,2008,64404,646,1003.04,235,364.88,212,329.17,23,35.71,638.16,"No",NA,6.1,32876.4506068192
"Herkimer County, NY",2009,36043,2009,64381,641,995.64,254,394.53,226,351.04,28,43.49,601.11,"No",NA,8,34342.4725758261
"Herkimer County, NY",2010,36043,2010,64519,616,954.76,229,354.93,194,300.69,35,54.25,599.83,"No",NA,8.6,35029.6578539458
"Herkimer County, NY",2011,36043,2011,64160,639,995.95,226,352.24,202,314.84,24,37.41,643.71,"No",NA,8.7,35409.7456954997
"Herkimer County, NY",2012,36043,2012,64508,672,1041.73,251,389.1,226,350.34,25,38.75,652.63,"No",NA,8.8,35787.6353345471
"Herkimer County, NY",2013,36043,2013,64181,678,1056.39,227,353.69,200,311.62,27,42.07,702.7,"No",NA,7.8,36027
"Herkimer County, NY",2014,36043,2014,63744,701,1099.71,209,327.87,190,298.07,19,29.8067269076305,771.84,"No",NA,6.8,35805.1728592187
"Herkimer County, NY",2015,36043,2015,63100,754,1194.93,219,347.07,190,301.11,29,45.96,847.86,"No",NA,6.2,36859.6067539459
"Herkimer County, NY",2016,36043,2016,62613,668,1066.87,211,336.99,183,292.27,28,44.72,729.88,"No",NA,5.5,36901.2538217635
"Herkimer County, NY",2017,36043,2017,62240,694,1115.04,181,290.81,152,244.22,29,46.59,824.23,"No",NA,5.7,38478.0110109334
"Herkimer County, NY",2018,36043,2018,61833,683,1104.59,196,316.98,176,284.64,20,32.35,787.61,"No",NA,4.9,38575.5276316471
"Jefferson County, NY",1999,36045,1999,112081,814,726.26,321,286.4,270,240.9,51,45.5,439.86,"No",NA,9.1,31776.3975090036
"Jefferson County, NY",2000,36045,2000,111738,870,778.61,296,264.91,237,212.1,59,52.8,513.7,"No",NA,5.9,32578.8064692218
"Jefferson County, NY",2001,36045,2001,111422,885,794.28,344,308.74,283,253.99,61,54.75,485.54,"No",NA,6.3,32047.0434274421
"Jefferson County, NY",2002,36045,2002,111112,880,791.99,270,243,219,197.1,51,45.9,548.99,"No",NA,6.7,33138.4246081156
"Jefferson County, NY",2003,36045,2003,110246,855,775.54,283,256.7,231,209.53,52,47.17,518.84,"No",NA,6.8,34673.876951087
"Jefferson County, NY",2004,36045,2004,109924,929,845.13,278,252.9,237,215.6,41,37.3,592.23,"No",NA,6.9,36036.1910905241
"Jefferson County, NY",2005,36045,2005,113486,827,728.72,233,205.31,189,166.54,44,38.77,523.41,"No",NA,6.1,36869.9481310804
"Jefferson County, NY",2006,36045,2006,113650,844,742.63,264,232.29,209,183.9,55,48.39,510.34,"No",NA,5.4,38741.8121974206
"Jefferson County, NY",2007,36045,2007,115059,860,747.44,244,212.07,197,171.22,47,40.85,535.37,"No",NA,5.5,39611.521023237
"Jefferson County, NY",2008,36045,2008,115033,841,731.09,266,231.24,210,182.56,56,48.68,499.85,"No",NA,6.8,40850.7616475386
"Jefferson County, NY",2009,36045,2009,115023,911,792.02,324,281.68,257,223.43,67,58.25,510.34,"No",NA,8.8,42747.0236788992
"Jefferson County, NY",2010,36045,2010,116229,899,773.47,339,291.67,287,246.93,52,44.74,481.8,"No",NA,9.3,44208.7978179917
"Jefferson County, NY",2011,36045,2011,117910,898,761.6,296,251.04,231,195.91,65,55.13,510.56,"No",NA,9.8,44346.3282934484
"Jefferson County, NY",2012,36045,2012,120262,826,686.83,248,206.22,202,167.97,46,38.25,480.61,"No",NA,9.9,42920.6079296497
"Jefferson County, NY",2013,36045,2013,119504,894,748.09,281,235.14,227,189.95,54,45.19,512.95,"No",NA,9.2,42184
"Jefferson County, NY",2014,36045,2014,119103,863,724.58,286,240.13,238,199.83,48,40.3,484.45,"No",NA,7.6,42070.536889193
"Jefferson County, NY",2015,36045,2015,117635,913,776.13,287,243.98,236,200.62,51,43.35,532.15,"No",NA,6.6,42439.3621681145
"Jefferson County, NY",2016,36045,2016,114006,855,749.96,236,207.01,199,174.55,37,32.45,542.95,"No",NA,6.2,42391.113667518
"Jefferson County, NY",2017,36045,2017,114187,942,824.96,280,245.21,229,200.55,51,44.66,579.75,"No",NA,6.5,43219.4538674935
"Jefferson County, NY",2018,36045,2018,111755,934,835.76,277,247.86,232,207.6,45,40.27,587.9,"No",NA,5.6,43532.3358886849
"Kings County, NY",1999,36047,1999,2447352,19111,780.88,8717,356.18,8103,331.09,614,25.09,424.7,"Yes",2008,7.9,33398.4270408163
"Kings County, NY",2000,36047,2000,2465326,18670,757.3,8188,332.13,7580,307.46,608,24.66,425.17,"Yes",2008,6.3,34138.6172764228
"Kings County, NY",2001,36047,2001,2477252,18595,750.63,8081,326.21,7496,302.59,585,23.61,424.42,"Yes",2008,6.4,34320.0513099943
"Kings County, NY",2002,36047,2002,2480559,18353,739.87,8324,335.57,7796,314.28,528,21.29,404.3,"Yes",2008,8.6,33914.0846581434
"Kings County, NY",2003,36047,2003,2472999,17989,727.42,8269,334.37,7716,312.01,553,22.36,393.05,"Yes",2008,9.1,33736.9846684783
"Kings County, NY",2004,36047,2004,2459094,17625,716.73,7868,319.96,7350,298.89,518,21.06,396.77,"Yes",2008,7.6,35113.7356326098
"Kings County, NY",2005,36047,2005,2445809,17359,709.74,7961,325.5,7497,306.52,464,18.97,384.24,"Yes",2008,6.2,34659.6597491039
"Kings County, NY",2006,36047,2006,2436132,16533,678.66,7687,315.54,7225,296.58,462,18.96,363.12,"Yes",2008,5.4,35809.0499652778
"Kings County, NY",2007,36047,2007,2441324,16410,672.18,7644,313.11,7198,294.84,446,18.27,359.07,"Yes",2008,5.4,37282.4229099748
"Kings County, NY",2008,36047,2008,2460361,16419,667.34,7619,309.67,7194,292.4,425,17.27,357.67,"Yes",2008,6,37180.6309758805
"Kings County, NY",2009,36047,2009,2487751,15699,631.05,6950,279.37,6537,262.77,413,16.6,351.68,"Yes",2008,9.9,37269.9492907983
"Kings County, NY",2010,36047,2010,2504700,15839,632.37,5973,238.47,5468,218.31,505,20.16,393.9,"Yes",2008,9.9,38201.5464192684
"Kings County, NY",2011,36047,2011,2532645,16200,639.65,5948,234.85,5383,212.54,565,22.31,404.8,"Yes",2008,9.6,38938.1889578953
"Kings County, NY",2012,36047,2012,2565635,15683,611.27,5659,220.57,5184,202.06,475,18.51,390.7,"Yes",2008,9.8,39256.7154629476
"Kings County, NY",2013,36047,2013,2592149,15959,615.67,5812,224.22,5301,204.5,511,19.71,391.45,"Yes",2008,9.4,39678
"Kings County, NY",2014,36047,2014,2621793,15640,596.54,5497,209.67,4971,189.6,526,20.06,386.87,"Yes",2008,7.6,40953.654813801
"Kings County, NY",2015,36047,2015,2636735,15814,599.76,5837,221.37,5342,202.6,495,18.77,378.39,"Yes",2008,5.9,43496.9307475835
"Kings County, NY",2016,36047,2016,2629150,15940,606.28,5897,224.29,5383,204.74,514,19.55,381.99,"Yes",2008,5.3,44784.6770302533
"Kings County, NY",2017,36047,2017,2648771,16115,608.4,5964,225.16,5418,204.55,546,20.61,383.24,"Yes",2008,4.7,47805.0345014687
"Kings County, NY",2018,36047,2018,2582830,16011,619.9,6155,238.3,5660,219.14,495,19.17,381.6,"Yes",2008,4.3,48419.5651415532
"Lewis County, NY",1999,36049,1999,26914,225,836,84,312.11,69,256.37,15,55.7330757226722,523.89,"No",NA,8.8,27782.848937575
"Lewis County, NY",2000,36049,2000,26944,234,868.47,76,282.07,61,226.4,15,55.6710213776722,586.4,"No",NA,5.2,27931.8419221835
"Lewis County, NY",2001,36049,2001,26951,221,820.01,89,330.23,70,259.73,19,70.4983117509554,489.78,"No",NA,6.1,27769.3688706945
"Lewis County, NY",2002,36049,2002,26618,225,845.29,71,266.74,59,221.65,12,45.0822751521527,578.55,"No",NA,6.2,28799.1310728182
"Lewis County, NY",2003,36049,2003,26692,236,884.16,83,310.95,72,269.74,11,41.2108496927918,573.21,"No",NA,6.4,29774.1835271739
"Lewis County, NY",2004,36049,2004,26661,221,828.93,75,281.31,65,243.8,10,37.5079704437193,547.62,"No",NA,6.5,30400.3335468502
"Lewis County, NY",2005,36049,2005,26773,241,900.16,84,313.75,71,265.19,13,48.5563814290517,586.41,"No",NA,6,31046.6195391705
"Lewis County, NY",2006,36049,2006,27001,234,866.63,60,222.21,50,185.18,10,37.0356653457279,644.42,"No",NA,5.4,33507.2129414683
"Lewis County, NY",2008,36049,2008,26878,224,833.4,73,271.6,60,223.23,13,48.3666939504427,561.8,"No",NA,6.7,35928.7615221339
"Lewis County, NY",2009,36049,2009,27047,251,928.01,78,288.39,68,251.41,10,36.9726771915554,639.62,"No",NA,8.8,36963.7369637871
"Lewis County, NY",2010,36049,2010,27087,250,922.95,65,239.97,48,177.21,17,62.7607339314062,682.98,"No",NA,9.1,38371.4117887148
"Lewis County, NY",2011,36049,2011,27072,233,860.67,73,269.65,53,195.77,20,73.88,591.02,"No",NA,9.7,40906.9505199187
"Lewis County, NY",2012,36049,2012,27224,233,855.86,77,282.84,67,246.11,10,36.7322950337937,573.02,"No",NA,10,39377.4585267908
"Lewis County, NY",2014,36049,2014,27220,243,892.73,71,260.84,61,224.1,10,36.7376928728876,631.89,"No",NA,7.9,40405.5461653487
"Lewis County, NY",2016,36049,2016,26865,249,926.86,80,297.79,66,245.67,14,52.1124139214591,629.07,"No",NA,6.7,39619.9768465086
"Lewis County, NY",2017,36049,2017,26551,242,911.45,72,271.18,61,229.75,11,41.4297013295168,640.27,"No",NA,6.6,40956.600501795
"Livingston County, NY",1999,36051,1999,64243,481,748.72,153,238.16,121,188.35,32,49.81,510.56,"No",NA,4.9,32469.9549639856
"Livingston County, NY",2000,36051,2000,64328,534,830.12,178,276.71,145,225.41,33,51.3,553.41,"No",NA,4.1,32358.2954878049
"Livingston County, NY",2001,36051,2001,65088,498,765.12,162,248.89,123,188.97,39,59.92,516.23,"No",NA,4.4,31620.8544494636
"Livingston County, NY",2002,36051,2002,65118,493,757.09,145,222.67,116,178.14,29,44.53,534.42,"No",NA,5.7,31747.6752028905
"Livingston County, NY",2003,36051,2003,65130,513,787.66,162,248.73,121,185.78,41,62.95,538.93,"No",NA,6,32353.1694456522
"Livingston County, NY",2004,36051,2004,65484,468,714.68,123,187.83,94,143.55,29,44.29,526.85,"No",NA,5.8,32363.6344679725
"Livingston County, NY",2005,36051,2005,65322,513,785.34,160,244.94,120,183.71,40,61.24,540.4,"No",NA,5,32003.2581157194
"Livingston County, NY",2006,36051,2006,65357,490,749.73,137,209.62,111,169.84,26,39.78,540.11,"No",NA,4.8,31957.6328968254
"Livingston County, NY",2007,36051,2007,65460,496,757.71,160,244.42,137,209.29,23,35.14,513.29,"No",NA,4.9,32918.5941246829
"Livingston County, NY",2008,36051,2008,65637,522,795.28,152,231.58,124,188.92,28,42.66,563.7,"No",NA,5.9,33898.9368935872
"Livingston County, NY",2009,36051,2009,65420,490,749.01,141,215.53,109,166.62,32,48.91,533.48,"No",NA,8.4,34263.2048457842
"Livingston County, NY",2010,36051,2010,65393,540,825.78,161,246.2,127,194.21,34,51.99,579.58,"No",NA,8.1,35654.6342132296
"Livingston County, NY",2011,36051,2011,65070,550,845.24,153,235.13,131,201.32,22,33.81,610.11,"No",NA,7.6,36564.4901150979
"Livingston County, NY",2012,36051,2012,64810,531,819.32,160,246.88,137,211.39,23,35.49,572.44,"No",NA,7.8,36396.4238917393
"Livingston County, NY",2013,36051,2013,64705,544,840.74,150,231.82,119,183.91,31,47.91,608.92,"No",NA,7,35704
"Livingston County, NY",2014,36051,2014,64586,485,750.94,130,201.28,107,165.67,23,35.61,549.66,"No",NA,5.8,36100.3839804677
"Livingston County, NY",2015,36051,2015,64717,559,863.76,165,254.96,136,210.15,29,44.81,608.8,"No",NA,5.3,37059.1294506301
"Livingston County, NY",2016,36051,2016,64257,540,840.38,138,214.76,114,177.41,24,37.35,625.62,"No",NA,4.9,38014.561679451
"Livingston County, NY",2017,36051,2017,63799,596,934.18,145,227.28,119,186.52,26,40.75,706.9,"No",NA,5,41868.014352154
"Livingston County, NY",2018,36051,2018,63227,583,922.07,139,219.84,112,177.14,27,42.7,702.23,"No",NA,4.3,42589.7723122016
"Madison County, NY",1999,36053,1999,69523,603,867.34,234,336.58,184,264.66,50,71.92,530.76,"No",NA,4.6,35030.2446818727
"Madison County, NY",2000,36053,2000,69441,579,833.8,209,300.97,174,250.57,35,50.4,532.83,"No",NA,3.9,35519.8547735192
"Madison County, NY",2001,36053,2001,69852,540,773.06,197,282.02,156,223.33,41,58.7,491.04,"No",NA,4.5,35052.728040655
"Madison County, NY",2002,36053,2002,70261,586,834.03,204,290.35,163,231.99,41,58.35,543.68,"No",NA,5.2,34728.5924569205
"Madison County, NY",2003,36053,2003,71010,588,828.05,185,260.53,145,204.2,40,56.33,567.52,"No",NA,5.5,34604.2430652174
"Madison County, NY",2004,36053,2004,71397,609,852.98,190,266.12,156,218.5,34,47.62,586.86,"No",NA,5.6,34523.0188353626
"Madison County, NY",2005,36053,2005,71471,548,766.74,156,218.27,124,173.5,32,44.77,548.47,"No",NA,5.1,34337.5993804403
"Madison County, NY",2006,36053,2006,72042,546,757.89,159,220.7,127,176.29,32,44.42,537.19,"No",NA,4.6,34286.0473561508
"Madison County, NY",2007,36053,2007,72709,571,785.32,170,233.81,128,176.04,42,57.76,551.51,"No",NA,4.7,34706.1460292656
"Madison County, NY",2008,36053,2008,73075,581,795.07,165,225.8,138,188.85,27,36.95,569.27,"No",NA,5.7,34854.3394239746
"Madison County, NY",2009,36053,2009,73169,544,743.48,159,217.31,130,177.67,29,39.63,526.17,"No",NA,8.1,35428.3318914686
"Madison County, NY",2010,36053,2010,73442,608,827.86,165,224.67,123,167.48,42,57.19,603.19,"No",NA,8.3,35895.0097360311
"Madison County, NY",2011,36053,2011,73365,584,796.02,165,224.9,135,184.01,30,40.89,571.12,"No",NA,8.2,36382.2165564887
"Madison County, NY",2012,36053,2012,72382,632,873.15,179,247.3,141,194.8,38,52.5,625.85,"No",NA,8.5,36937.2310600451
"Madison County, NY",2013,36053,2013,72382,584,806.83,168,232.1,133,183.75,35,48.35,574.73,"No",NA,7.6,36660
"Madison County, NY",2014,36053,2014,72369,626,865.01,172,237.67,142,196.22,30,41.45,627.34,"No",NA,6.4,37500.6687322587
"Madison County, NY",2015,36053,2015,71849,611,850.39,168,233.82,144,200.42,24,33.4,616.57,"No",NA,5.7,38799.7929768751
"Madison County, NY",2016,36053,2016,71329,625,876.22,170,238.33,133,186.46,37,51.87,637.89,"No",NA,5.3,39387.0266408896
"Madison County, NY",2017,36053,2017,70965,568,800.39,129,181.78,108,152.19,21,29.59,618.61,"No",NA,5.5,40884.3716669386
"Madison County, NY",2018,36053,2018,70795,611,863.06,166,234.48,127,179.39,39,55.09,628.58,"No",NA,4.8,41285.3979140366
"Monroe County, NY",1999,36055,1999,733679,6257,852.83,2319,316.08,1883,256.65,436,59.43,536.75,"No",NA,3.8,42589.4616206483
"Monroe County, NY",2000,36055,2000,735343,6371,866.4,2324,316.04,1872,254.58,452,61.47,550.36,"No",NA,3.6,43130.8657026713
