"County","Year","County_Code","Year_Code","Population","Deaths","Crude_Rate","Deaths_CVD","Crude_Rate_CVD","Deaths_DOH","Crude_Rate_DOH","Deaths_CBD","Crude_Rate_CBD","Crude_Rate_NoCVD","Policy_County","Policy_Year","Unemployment_Rate","Per_Capita_Income"
"Oswego County, NY",1999,36075,1999,122199,1055,863.35,399,326.52,324,265.14,75,61.38,536.83,"No",NA,6.3,29620.2168727491
"Oswego County, NY",2000,36075,2000,122377,1028,840.03,360,294.17,303,247.6,57,46.58,545.86,"No",NA,4.8,30381.8136236934
"Oswego County, NY",2001,36075,2001,122269,999,817.05,372,304.25,312,255.18,60,49.07,512.8,"No",NA,5.3,30105.5158610954
"Oswego County, NY",2002,36075,2002,122496,1062,866.97,376,306.95,315,257.15,61,49.8,560.02,"No",NA,6.4,30635.3346637021
"Oswego County, NY",2003,36075,2003,123120,1068,867.45,379,307.83,307,249.35,72,58.48,559.62,"No",NA,7.3,30728.800798913
"Oswego County, NY",2004,36075,2004,123340,1040,843.2,354,287.01,291,235.93,63,51.08,556.19,"No",NA,6.9,31015.7149285336
"Oswego County, NY",2005,36075,2005,122640,1011,824.36,315,256.85,273,222.6,42,34.25,567.51,"No",NA,6.2,30866.5042959549
"Oswego County, NY",2006,36075,2006,122354,1076,879.42,368,300.77,313,255.82,55,44.95,578.65,"No",NA,5.8,31216.9313244048
"Oswego County, NY",2007,36075,2007,122213,1022,836.24,344,281.48,289,236.47,55,45,554.76,"No",NA,5.6,31974.8206489761
"Oswego County, NY",2008,36075,2008,122366,998,815.59,304,248.44,258,210.84,46,37.59,567.15,"No",NA,7,32431.7502217805
"Oswego County, NY",2009,36075,2009,122055,995,815.21,319,261.36,276,226.13,43,35.23,553.85,"No",NA,9.8,33142.5980320411
"Oswego County, NY",2010,36075,2010,122109,1026,840.23,302,247.32,248,203.1,54,44.22,592.91,"No",NA,10.6,33975.2105605899
"Oswego County, NY",2011,36075,2011,122228,1012,827.96,324,265.08,276,225.81,48,39.27,562.88,"No",NA,10.8,33655.3626938859
"Oswego County, NY",2012,36075,2012,121700,1057,868.53,308,253.08,270,221.86,38,31.22,615.45,"No",NA,11,34204.7850858472
"Oswego County, NY",2013,36075,2013,121165,1085,895.47,279,230.26,227,187.35,52,42.92,665.21,"No",NA,9.9,33831
"Oswego County, NY",2014,36075,2014,120913,1077,890.72,284,234.88,231,191.05,53,43.83,655.84,"No",NA,8.1,34409.8082927818
"Oswego County, NY",2015,36075,2015,120146,1058,880.6,267,222.23,230,191.43,37,30.8,658.37,"No",NA,7.2,35534.6974183286
"Oswego County, NY",2016,36075,2016,118987,1068,897.58,317,266.42,271,227.76,46,38.66,631.16,"No",NA,6.5,35800.5641002137
"Oswego County, NY",2017,36075,2017,118478,1139,961.36,332,280.22,285,240.55,47,39.67,681.14,"No",NA,6.5,37335.6549649151
"Oswego County, NY",2018,36075,2018,117898,1087,921.98,320,271.42,283,240.04,37,31.38,650.56,"No",NA,5.5,37607.9156136627
"Otsego County, NY",1999,36077,1999,61629,596,967.08,222,360.22,184,298.56,38,61.66,606.86,"No",NA,5.2,30835.3407202881
"Otsego County, NY",2000,36077,2000,61676,604,979.31,239,387.51,206,334,33,53.51,591.8,"No",NA,4.3,30525.2134030197
"Otsego County, NY",2001,36077,2001,61924,534,862.35,203,327.82,163,263.23,40,64.6,534.53,"No",NA,4.2,30781.6304743083
"Otsego County, NY",2002,36077,2002,62093,650,1046.82,230,370.41,198,318.88,32,51.54,676.41,"No",NA,4.7,30564.113790995
"Otsego County, NY",2003,36077,2003,62567,627,1002.13,225,359.61,187,298.88,38,60.73,642.52,"No",NA,4.8,31421.3414456522
"Otsego County, NY",2004,36077,2004,62934,596,947.02,208,330.5,159,252.65,49,77.86,616.52,"No",NA,4.9,32346.3692588671
"Otsego County, NY",2005,36077,2005,63069,574,910.11,184,291.74,156,247.35,28,44.4,618.37,"No",NA,4.5,32116.5756528418
"Otsego County, NY",2006,36077,2006,63032,575,912.24,183,290.33,161,255.43,22,34.9,621.91,"No",NA,4.4,32653.2683829365
"Otsego County, NY",2007,36077,2007,62914,556,883.75,189,300.41,166,263.85,23,36.56,583.34,"No",NA,4.5,32521.9845569156
"Otsego County, NY",2008,36077,2008,62561,551,880.74,191,305.3,159,254.15,32,51.15,575.44,"No",NA,5.7,33999.562528158
"Otsego County, NY",2009,36077,2009,62280,601,965,203,325.95,181,290.62,22,35.32,639.05,"No",NA,7.5,34494.492880016
"Otsego County, NY",2010,36077,2010,62259,615,987.81,194,311.6,169,271.45,25,40.15,676.21,"No",NA,7.6,35225.1632791576
"Otsego County, NY",2011,36077,2011,61917,571,922.2,178,287.48,157,253.57,21,33.92,634.72,"No",NA,7.7,35515.3815078755
"Otsego County, NY",2012,36077,2012,61709,607,983.65,175,283.59,150,243.08,25,40.51,700.06,"No",NA,7.9,36280.7540658728
"Otsego County, NY",2013,36077,2013,61683,591,958.12,193,312.89,164,265.88,29,47.01,645.23,"No",NA,6.8,36190
"Otsego County, NY",2014,36077,2014,61128,592,968.46,184,301.01,154,251.93,30,49.08,667.45,"No",NA,5.7,37044.0755313936
"Otsego County, NY",2015,36077,2015,60636,589,971.37,193,318.29,164,270.47,29,47.83,653.08,"No",NA,5.4,38410.5762877768
"Otsego County, NY",2016,36077,2016,60097,583,970.1,180,299.52,155,257.92,25,41.6,670.58,"No",NA,4.9,38921.1262296516
"Otsego County, NY",2017,36077,2017,60094,669,1113.26,194,322.83,178,296.2,16,26.6249542383599,790.43,"No",NA,5,40094.6063805483
"Otsego County, NY",2018,36077,2018,59749,619,1036,179,299.59,157,262.77,22,36.82,736.41,"No",NA,4.4,40376.2322595547
"Putnam County, NY",1999,36079,1999,94647,595,628.65,211,222.93,188,198.63,23,24.3,405.72,"No",NA,2.9,52111.8936134454
"Putnam County, NY",2000,36079,2000,95745,582,607.86,240,250.67,210,219.33,30,31.33,357.19,"No",NA,2.9,53755.9776538908
"Putnam County, NY",2001,36079,2001,97055,571,588.33,197,202.98,178,183.4,19,19.5765287723456,385.35,"No",NA,3.2,54713.9831451158
"Putnam County, NY",2002,36079,2002,98263,625,636.05,232,236.1,209,212.69,23,23.41,399.95,"No",NA,3.9,53319.8300833797
"Putnam County, NY",2003,36079,2003,98964,591,597.19,203,205.13,187,188.96,16,16.1674952507983,392.06,"No",NA,4,53163.5727554348
"Putnam County, NY",2004,36079,2004,99468,623,626.33,237,238.27,207,208.11,30,30.16,388.06,"No",NA,4,53879.7847008999
"Putnam County, NY",2005,36079,2005,99575,606,608.59,251,252.07,212,212.9,39,39.17,356.52,"No",NA,3.7,53636.1723604711
"Putnam County, NY",2006,36079,2006,99357,596,599.86,221,222.43,193,194.25,28,28.18,377.43,"No",NA,3.5,55284.5324950397
"Putnam County, NY",2007,36079,2007,99454,578,581.17,202,203.11,186,187.02,16,16.0878396042391,378.06,"No",NA,3.4,56891.5639474877
"Putnam County, NY",2008,36079,2008,99537,625,627.91,242,243.13,218,219.01,24,24.11,384.78,"No",NA,4.4,55632.9919648124
"Putnam County, NY",2009,36079,2009,99666,642,644.15,224,224.75,193,193.65,31,31.1,419.4,"No",NA,6.7,53885.7685387602
"Putnam County, NY",2010,36079,2010,99710,643,644.87,232,232.67,204,204.59,28,28.08,412.2,"No",NA,7.2,54251.1529928092
"Putnam County, NY",2011,36079,2011,99933,626,626.42,222,222.15,192,192.13,30,30.02,404.27,"No",NA,7,54893.3392075185
"Putnam County, NY",2012,36079,2012,99607,692,694.73,236,236.93,207,207.82,29,29.11,457.8,"No",NA,7.2,62670.723372562
"Putnam County, NY",2013,36079,2013,99645,681,683.43,232,232.83,215,215.77,17,17.0605650057705,450.6,"No",NA,6.1,55080
"Putnam County, NY",2014,36079,2014,99487,647,650.34,235,236.21,198,199.02,37,37.19,414.13,"No",NA,4.9,56250.5110798527
"Putnam County, NY",2015,36079,2015,99042,762,769.37,234,236.26,206,207.99,28,28.27,533.11,"No",NA,4.3,58239.9871528203
"Putnam County, NY",2016,36079,2016,98900,712,719.92,202,204.25,178,179.98,24,24.27,515.67,"No",NA,4,58771.3956259609
"Putnam County, NY",2017,36079,2017,99323,696,700.74,220,221.5,193,194.32,27,27.18,479.24,"No",NA,4.2,59552.6743390992
"Putnam County, NY",2018,36079,2018,98892,694,701.78,235,237.63,212,214.38,23,23.26,464.15,"No",NA,3.7,61074.5944199086
"Queens County, NY",1999,36081,1999,2208975,16744,758,8419,381.13,7824,354.19,595,26.94,376.87,"Yes",2008,6,37372.3993937575
"Queens County, NY",2000,36081,2000,2229379,16342,733.03,8094,363.06,7542,338.3,552,24.76,369.97,"Yes",2008,5.3,38689.5310278746
"Queens County, NY",2001,36081,2001,2231316,16291,730.11,8050,360.77,7553,338.5,497,22.27,369.34,"Yes",2008,5.3,39273.8404799548
"Queens County, NY",2002,36081,2002,2224507,16017,720.02,8092,363.77,7554,339.58,538,24.19,356.25,"Yes",2008,7.1,38538.261684269
"Queens County, NY",2003,36081,2003,2214608,15568,702.97,7766,350.67,7267,328.14,499,22.53,352.3,"Yes",2008,7.4,38413.8496576087
"Queens County, NY",2004,36081,2004,2198516,15119,687.69,7296,331.86,6812,309.85,484,22.01,355.83,"Yes",2008,6.3,39211.7563366861
"Queens County, NY",2005,36081,2005,2185222,15149,693.25,7279,333.1,6782,310.36,497,22.74,360.15,"Yes",2008,5.2,38541.0835995904
"Queens County, NY",2006,36081,2006,2173862,14800,680.82,6873,316.17,6391,293.99,482,22.17,364.65,"Yes",2008,4.5,39403.9370039683
"Queens County, NY",2007,36081,2007,2177351,14526,667.14,6748,309.92,6279,288.38,469,21.54,357.22,"Yes",2008,4.5,40675.5132631112
"Queens County, NY",2008,36081,2008,2193623,14218,648.15,6574,299.69,6129,279.4,445,20.29,348.46,"Yes",2008,5,39396.5589285797
"Queens County, NY",2009,36081,2009,2217166,14044,633.42,6321,285.09,5883,265.34,438,19.75,348.33,"Yes",2008,8.4,39348.2840209381
"Queens County, NY",2010,36081,2010,2230722,13942,625,5785,259.33,5289,237.1,496,22.23,365.67,"Yes",2008,8.6,39744.2231078255
"Queens County, NY",2011,36081,2011,2247848,13939,620.1,5341,237.61,4848,215.67,493,21.93,382.49,"Yes",2008,8.1,39839.2002987477
"Queens County, NY",2012,36081,2012,2272771,14185,624.13,5314,233.81,4756,209.26,558,24.55,390.32,"Yes",2008,8.3,40047.1259397023
"Queens County, NY",2013,36081,2013,2296175,14179,617.51,5252,228.73,4715,205.34,537,23.39,388.78,"Yes",2008,7.7,39967
"Queens County, NY",2014,36081,2014,2321580,14307,616.26,5279,227.39,4704,202.62,575,24.77,388.87,"Yes",2008,6.4,40690.9169158894
"Queens County, NY",2015,36081,2015,2339150,14449,617.7,5539,236.8,4949,211.57,590,25.22,380.9,"Yes",2008,5,43018.2728496268
"Queens County, NY",2016,36081,2016,2333054,14482,620.73,5457,233.9,4854,208.05,603,25.85,386.83,"Yes",2008,4.5,43465.5964909357
"Queens County, NY",2017,36081,2017,2358582,14600,619.02,5678,240.74,5127,217.38,551,23.36,378.28,"Yes",2008,4.1,45576.3947943864
"Queens County, NY",2018,36081,2018,2278906,14630,641.97,5573,244.55,4982,218.61,591,25.93,397.42,"Yes",2008,3.7,46179.1212072941
"Rensselaer County, NY",1999,36083,1999,152392,1535,1007.27,599,393.07,492,322.85,107,70.21,614.2,"No",NA,3.9,37919.135210084
"Rensselaer County, NY",2000,36083,2000,152538,1478,968.94,561,367.78,466,305.5,95,62.28,601.16,"No",NA,3.6,39154.9038966318
"Rensselaer County, NY",2001,36083,2001,152700,1502,983.63,571,373.94,480,314.34,91,59.59,609.69,"No",NA,3.8,39025.2302428007
"Rensselaer County, NY",2002,36083,2002,153040,1517,991.24,548,358.08,463,302.54,85,55.54,633.16,"No",NA,4.5,38701.4222290161
"Rensselaer County, NY",2003,36083,2003,154201,1377,892.99,496,321.66,419,271.72,77,49.93,571.33,"No",NA,4.6,38948.1314728261
"Rensselaer County, NY",2004,36083,2004,155523,1473,947.13,510,327.93,437,280.99,73,46.94,619.2,"No",NA,4.6,39426.3382212811
"Rensselaer County, NY",2005,36083,2005,156104,1476,945.52,492,315.17,414,265.21,78,49.97,630.35,"No",NA,4.2,38928.7488581669
"Rensselaer County, NY",2006,36083,2006,157312,1433,910.93,492,312.75,429,272.71,63,40.05,598.18,"No",NA,4.1,39511.4022867064
"Rensselaer County, NY",2007,36083,2007,158243,1416,894.83,459,290.06,414,261.62,45,28.44,604.77,"No",NA,4.3,40149.6966123602
"Rensselaer County, NY",2008,36083,2008,159011,1433,901.2,473,297.46,417,262.25,56,35.22,603.74,"No",NA,5.2,40804.2358165005
"Rensselaer County, NY",2009,36083,2009,159150,1512,950.05,496,311.66,426,267.67,70,43.98,638.39,"No",NA,7.4,41345.1793024047
"Rensselaer County, NY",2010,36083,2010,159429,1477,926.43,484,303.58,406,254.66,78,48.92,622.85,"No",NA,7.8,41494.1569138203
"Rensselaer County, NY",2011,36083,2011,159395,1489,934.16,487,305.53,425,266.63,62,38.9,628.63,"No",NA,7.6,41116.1508542316
"Rensselaer County, NY",2012,36083,2012,159835,1502,939.72,476,297.81,411,257.14,65,40.67,641.91,"No",NA,7.7,41351.9627472843
"Rensselaer County, NY",2013,36083,2013,159918,1486,929.23,442,276.39,387,242,55,34.39,652.84,"No",NA,6.7,41796
"Rensselaer County, NY",2014,36083,2014,159774,1515,948.21,448,280.4,391,244.72,57,35.68,667.81,"No",NA,5.4,42042.9838512098
"Rensselaer County, NY",2015,36083,2015,160266,1483,925.34,454,283.28,396,247.09,58,36.19,642.06,"No",NA,4.6,43768.2029854399
"Rensselaer County, NY",2016,36083,2016,160070,1484,927.09,431,269.26,364,227.4,67,41.86,657.83,"No",NA,4.3,44246.9503056161
"Rensselaer County, NY",2017,36083,2017,159722,1480,926.61,413,258.57,360,225.39,53,33.18,668.04,"No",NA,4.4,45425.2844688316
"Rensselaer County, NY",2018,36083,2018,159442,1510,947.05,411,257.77,352,220.77,59,37,689.28,"No",NA,3.9,45603.0070527703
"Richmond County, NY",1999,36085,1999,437814,3542,809.02,1653,377.56,1573,359.28,80,18.27,431.46,"Yes",2008,5.8,45486.7419567827
"Richmond County, NY",2000,36085,2000,443728,3516,792.38,1670,376.36,1589,358.1,81,18.25,416.02,"Yes",2008,5.1,47100.0633681765
"Richmond County, NY",2001,36085,2001,448961,3757,836.82,1779,396.25,1689,376.2,90,20.05,440.57,"Yes",2008,5.1,47564.7945793337
"Richmond County, NY",2002,36085,2002,452813,3641,804.08,1770,390.89,1674,369.69,96,21.2,413.19,"Yes",2008,6.9,46474.8567537521
"Richmond County, NY",2003,36085,2003,455939,3625,795.06,1725,378.34,1629,357.28,96,21.06,416.72,"Yes",2008,7.5,46166.0002608696
"Richmond County, NY",2004,36085,2004,456846,3590,785.82,1621,354.82,1533,335.56,88,19.26,431,"Yes",2008,6.4,46681.4257331922
"Richmond County, NY",2005,36085,2005,457028,3577,782.67,1653,361.68,1585,346.81,68,14.88,420.99,"Yes",2008,5.3,46264.5683666155
"Richmond County, NY",2006,36085,2006,457577,3599,786.53,1727,377.42,1630,356.22,97,21.2,409.11,"Yes",2008,4.5,47174.9480406746
"Richmond County, NY",2007,36085,2007,459642,3353,729.48,1655,360.06,1567,340.92,88,19.15,369.42,"Yes",2008,4.6,48374.0083292338
"Richmond County, NY",2008,36085,2008,463701,3587,773.56,1787,385.38,1711,368.99,76,16.39,388.18,"Yes",2008,5.1,47175.0286805107
"Richmond County, NY",2009,36085,2009,466965,3480,745.24,1634,349.92,1537,329.15,97,20.77,395.32,"Yes",2008,8.2,46395.5109794581
"Richmond County, NY",2010,36085,2010,468730,3427,731.12,1443,307.85,1375,293.35,68,14.51,423.27,"Yes",2008,9.4,46326.2390899585
"Richmond County, NY",2011,36085,2011,470467,3330,707.81,1374,292.05,1281,272.28,93,19.77,415.76,"Yes",2008,9.2,46526.3614802235
"Richmond County, NY",2012,36085,2012,470728,3462,735.46,1379,292.95,1283,272.56,96,20.39,442.51,"Yes",2008,9.5,46811.7814577036
"Richmond County, NY",2013,36085,2013,472621,3649,772.08,1416,299.61,1330,281.41,86,18.2,472.47,"Yes",2008,9,46166
"Richmond County, NY",2014,36085,2014,473279,3587,757.9,1423,300.67,1328,280.6,95,20.07,457.23,"Yes",2008,7.4,47381.3849604623
"Richmond County, NY",2015,36085,2015,474558,3689,777.35,1469,309.55,1365,287.64,104,21.92,467.8,"Yes",2008,5.8,50091.9913128594
"Richmond County, NY",2016,36085,2016,476015,3710,779.39,1422,298.73,1342,281.92,80,16.81,480.66,"Yes",2008,5.2,50408.4832442387
"Richmond County, NY",2017,36085,2017,479458,3712,774.21,1453,303.05,1363,284.28,90,18.77,471.16,"Yes",2008,4.7,51855.5515298629
"Richmond County, NY",2018,36085,2018,476179,3752,787.94,1533,321.94,1440,302.41,93,19.53,466,"Yes",2008,4.2,52647.1854348943
"Rockland County, NY",1999,36087,1999,285265,2113,740.71,870,304.98,727,254.85,143,50.13,435.73,"Yes",2011,3.4,54964.4283073229
"Rockland County, NY",2000,36087,2000,286753,2117,738.27,900,313.86,785,273.75,115,40.1,424.41,"Yes",2011,3.3,57401.8494018583
"Rockland County, NY",2001,36087,2001,290613,2164,744.63,846,291.11,725,249.47,121,41.64,453.52,"Yes",2011,3.5,54620.5898814229
"Rockland County, NY",2002,36087,2002,293728,2109,718.01,876,298.24,755,257.04,121,41.19,419.77,"Yes",2011,4.3,52965.0206448027
"Rockland County, NY",2003,36087,2003,296224,2126,717.7,856,288.97,756,255.21,100,33.76,428.73,"Yes",2011,4.6,51788.6200271739
"Rockland County, NY",2004,36087,2004,297562,1986,667.42,777,261.12,681,228.86,96,32.26,406.3,"Yes",2011,4.4,52942.530492324
"Rockland County, NY",2005,36087,2005,298737,2013,673.84,770,257.75,687,229.97,83,27.78,416.09,"Yes",2011,4,52551.902452637
"Rockland County, NY",2006,36087,2006,299390,2050,684.73,829,276.9,707,236.15,122,40.75,407.83,"Yes",2011,3.7,54055.0372172619
"Rockland County, NY",2007,36087,2007,301668,1952,647.07,799,264.86,691,229.06,108,35.8,382.21,"Yes",2011,3.9,55614.0991357274
"Rockland County, NY",2008,36087,2008,305413,2043,668.93,756,247.53,662,216.76,94,30.78,421.4,"Yes",2011,4.8,54174.4612615709
"Rockland County, NY",2009,36087,2009,308652,2023,655.43,785,254.33,683,221.28,102,33.05,401.1,"Yes",2011,6.9,52253.7219873495
"Rockland County, NY",2010,36087,2010,311687,2016,646.8,759,243.51,680,218.17,79,25.35,403.29,"Yes",2011,7.5,51891.1995267271
"Rockland County, NY",2011,36087,2011,315158,2066,655.54,710,225.28,634,201.17,76,24.11,430.26,"Yes",2011,7.1,52222.4101867618
"Rockland County, NY",2012,36087,2012,317757,2105,662.46,723,227.53,633,199.21,90,28.32,434.93,"Yes",2011,7.3,53092.4500727371
"Rockland County, NY",2013,36087,2013,320903,2169,675.91,764,238.08,641,199.75,123,38.33,437.83,"Yes",2011,6.3,51694
"Rockland County, NY",2014,36087,2014,323866,1996,616.3,688,212.43,587,181.25,101,31.19,403.87,"Yes",2011,5.2,52581.0368427278
"Rockland County, NY",2015,36087,2015,326037,2158,661.89,728,223.29,630,193.23,98,30.06,438.6,"Yes",2011,4.5,54366.4947999511
"Rockland County, NY",2016,36087,2016,326780,2265,693.13,723,221.25,623,190.65,100,30.6,471.88,"Yes",2011,4.2,54066.7720983138
"Rockland County, NY",2017,36087,2017,328868,2147,652.85,710,215.89,589,179.1,121,36.79,436.96,"Yes",2011,4.3,55089.6926484987
"Rockland County, NY",2018,36087,2018,325695,2312,709.87,701,215.23,609,186.98,92,28.25,494.64,"Yes",2011,3.7,56093.6654414254
"Saratoga County, NY",1999,36091,1999,198641,1412,710.83,540,271.85,452,227.55,88,44.3,438.98,"No",NA,3.3,42741.8764645858
"Saratoga County, NY",2000,36091,2000,200635,1402,698.78,505,251.7,425,211.83,80,39.87,447.08,"No",NA,3.3,44356.5279674797
"Saratoga County, NY",2001,36091,2001,203974,1502,736.37,545,267.19,455,223.07,90,44.12,469.18,"No",NA,3.3,44748.5272896669
"Saratoga County, NY",2002,36091,2002,206446,1494,723.68,533,258.18,448,217.01,85,41.17,465.5,"No",NA,3.8,44200.9685269594
"Saratoga County, NY",2003,36091,2003,209410,1440,687.65,465,222.05,390,186.24,75,35.81,465.6,"No",NA,3.9,44778.3868260869
"Saratoga County, NY",2004,36091,2004,211478,1508,713.08,509,240.69,411,194.35,98,46.34,472.39,"No",NA,3.9,45815.6988194812
"Saratoga County, NY",2005,36091,2005,212975,1632,766.29,576,270.45,489,229.6,87,40.85,495.84,"No",NA,3.6,47095.9612442396
"Saratoga County, NY",2006,36091,2006,214627,1457,678.85,482,224.58,404,188.23,78,36.34,454.27,"No",NA,3.5,48680.6175396825
"Saratoga County, NY",2007,36091,2007,215798,1534,710.85,502,232.62,435,201.58,67,31.05,478.23,"No",NA,3.7,49818.8805789469
"Saratoga County, NY",2008,36091,2008,217282,1558,717.04,488,224.59,410,188.69,78,35.9,492.45,"No",NA,4.6,50527.0525073965
"Saratoga County, NY",2009,36091,2009,218652,1692,773.83,533,243.77,443,202.61,90,41.16,530.06,"No",NA,6.3,50719.4027743466
"Saratoga County, NY",2010,36091,2010,219607,1570,714.91,523,238.15,430,195.8,93,42.35,476.76,"No",NA,6.9,52264.0486709836
"Saratoga County, NY",2011,36091,2011,220882,1634,739.76,515,233.16,433,196.03,82,37.12,506.6,"No",NA,6.7,52951.5044211986
"Saratoga County, NY",2012,36091,2012,222133,1664,749.1,526,236.8,432,194.48,94,42.32,512.3,"No",NA,6.8,54217.6942559475
"Saratoga County, NY",2013,36091,2013,223865,1723,769.66,527,235.41,453,202.35,74,33.06,534.25,"No",NA,5.8,54132
"Saratoga County, NY",2014,36091,2014,224921,1654,735.37,482,214.3,409,181.84,73,32.46,521.07,"No",NA,4.7,54918.1248859489
"Saratoga County, NY",2015,36091,2015,226249,1834,810.61,494,218.34,421,186.08,73,32.27,592.27,"No",NA,4.1,59845.997430564
"Saratoga County, NY",2016,36091,2016,227053,1876,826.24,525,231.22,444,195.55,81,35.67,595.02,"No",NA,3.8,60609.7609986375
"Saratoga County, NY",2017,36091,2017,229869,1969,856.57,555,241.44,450,195.76,105,45.68,615.13,"No",NA,4,61752.8026640013
"Saratoga County, NY",2018,36091,2018,230163,1955,849.4,549,238.53,456,198.12,93,40.41,610.87,"No",NA,3.5,62730.5747191436
"Schenectady County, NY",1999,36093,1999,146857,1584,1078.6,606,412.65,504,343.19,102,69.46,665.95,"No",NA,3.5,39970.4432472989
"Schenectady County, NY",2000,36093,2000,146555,1544,1053.53,604,412.13,520,354.82,84,57.32,641.4,"No",NA,3.5,40776.944796748
"Schenectady County, NY",2001,36093,2001,146334,1532,1046.92,563,384.74,480,328.02,83,56.72,662.18,"No",NA,3.4,47355.646284585
"Schenectady County, NY",2002,36093,2002,147199,1607,1091.72,612,415.76,516,350.55,96,65.22,675.96,"No",NA,4.1,47865.6061589772
"Schenectady County, NY",2003,36093,2003,147891,1597,1079.85,580,392.18,490,331.33,90,60.86,687.67,"No",NA,4.5,46774.9802445652
"Schenectady County, NY",2004,36093,2004,148900,1559,1047.01,545,366.02,469,314.98,76,51.04,680.99,"No",NA,4.5,47200.6152355744
"Schenectady County, NY",2005,36093,2005,150200,1511,1005.99,532,354.19,451,300.27,81,53.93,651.8,"No",NA,4.2,45855.4324167947
"Schenectady County, NY",2006,36093,2006,151768,1474,971.22,519,341.97,444,292.55,75,49.42,629.25,"No",NA,4,46173.0942757937
"Schenectady County, NY",2007,36093,2007,152275,1506,989,487,319.82,420,275.82,67,44,669.18,"No",NA,4.1,46266.247566822
"Schenectady County, NY",2008,36093,2008,153360,1466,955.92,468,305.16,407,265.39,61,39.78,650.76,"No",NA,5.1,46024.8668574056
"Schenectady County, NY",2009,36093,2009,154050,1505,976.96,491,318.73,428,277.83,63,40.9,658.23,"No",NA,7.3,45608.2629756173
"Schenectady County, NY",2010,36093,2010,154727,1464,946.18,465,300.53,403,260.46,62,40.07,645.65,"No",NA,7.6,45378.6253622923
"Schenectady County, NY",2011,36093,2011,155058,1465,944.81,505,325.68,420,270.87,85,54.82,619.13,"No",NA,7.5,44838.2597726495
"Schenectady County, NY",2012,36093,2012,155124,1510,973.41,478,308.14,412,265.59,66,42.55,665.27,"No",NA,7.7,44502.4435307543
"Schenectady County, NY",2013,36093,2013,155333,1570,1010.73,492,316.74,421,271.03,71,45.71,693.99,"No",NA,6.7,45053
"Schenectady County, NY",2014,36093,2014,155735,1531,983.08,498,319.77,431,276.75,67,43.02,663.31,"No",NA,5.4,45119.0837346242
"Schenectady County, NY",2015,36093,2015,154604,1545,999.33,503,325.35,437,282.66,66,42.69,673.98,"No",NA,4.7,45286.7377951792
"Schenectady County, NY",2016,36093,2016,154553,1520,983.48,458,296.34,390,252.34,68,44,687.14,"No",NA,4.3,46029.9900044582
"Schenectady County, NY",2017,36093,2017,155565,1652,1061.94,512,329.12,429,275.77,83,53.35,732.82,"No",NA,4.5,46760.5675342689
"Schenectady County, NY",2018,36093,2018,155350,1606,1033.79,481,309.62,410,263.92,71,45.7,724.17,"No",NA,4,46880.477569323
"Schoharie County, NY",1999,36095,1999,31537,281,891.02,89,282.21,68,215.62,21,66.59,608.81,"No",NA,5.2,32293.768997599
"Schoharie County, NY",2000,36095,2000,31582,304,962.57,106,335.63,88,278.64,18,56.9944905325818,626.94,"No",NA,4.3,33444.6164576074
"Schoharie County, NY",2001,36095,2001,31794,317,997.04,110,345.98,96,301.94,14,44.0334654337296,651.06,"No",NA,4.2,32886.2674025974
"Schoharie County, NY",2002,36095,2002,31785,311,978.45,102,320.91,81,254.84,21,66.07,657.54,"No",NA,5.6,31742.4955030573
"Schoharie County, NY",2003,36095,2003,32032,285,889.74,107,334.04,94,293.46,13,40.5844155844156,555.7,"No",NA,5.3,31572.0038532609
"Schoharie County, NY",2004,36095,2004,32310,295,913.03,97,300.22,83,256.89,14,43.3302383163107,612.81,"No",NA,5.5,31835.8123610376
"Schoharie County, NY",2005,36095,2005,32534,289,888.3,88,270.49,71,218.23,17,52.2530276018934,617.81,"No",NA,5,31002.4853405018
"Schoharie County, NY",2007,36095,2007,32894,288,875.54,93,282.73,78,237.13,15,45.6010214628808,592.81,"No",NA,5.8,30880.492833097
"Schoharie County, NY",2009,36095,2009,32776,276,842.08,77,234.93,66,201.37,11,33.5611422992434,607.15,"No",NA,8.9,32656.1330586332
"Schoharie County, NY",2010,36095,2010,32749,269,821.4,91,277.87,78,238.18,13,39.6958685761397,543.53,"No",NA,8.9,32725.2578420222
"Schoharie County, NY",2011,36095,2011,32578,253,776.6,79,242.49,64,196.45,15,46.0433421327276,534.11,"No",NA,9,32601.0758605666
"Schoharie County, NY",2013,36095,2013,31844,300,942.09,92,288.91,80,251.22,12,37.6837080768748,653.18,"No",NA,8.1,33437
"Schoharie County, NY",2014,36095,2014,31566,285,902.87,88,278.78,72,228.09,16,50.6874485205601,624.09,"No",NA,6.7,34097.8685413287
"Schoharie County, NY",2015,36095,2015,31330,300,957.55,97,309.61,87,277.69,10,31.9182891797,647.94,"No",NA,5.8,35098.3029487336
"Schoharie County, NY",2018,36095,2018,31097,322,1035.47,85,273.34,63,202.59,22,70.75,762.13,"No",NA,4.8,37842.6287877279
"Schuyler County, NY",1999,36097,1999,19117,207,1082.81,84,439.4,74,387.09,10,52.3094627818172,643.41,"No",NA,5.7,29276.2347478992
"Schuyler County, NY",2001,36097,2001,19175,168,876.14,68,354.63,58,302.48,10,52.1512385919166,521.51,"No",NA,5.4,30130.5084246189
